status,alias,product,component,version,hardware,importance,assignee
NEW,None,CDT,cdt-debug-dsf-gdb,6.0,PC Linux,P3 normal ,Project Inbox
NEW,None,Platform,SWT,3.4.2,Macintosh Mac OS X - Carbon (unsup.),P3 normal with 1 vote ,Grant Gayed
NEW,None,Platform,SWT,3.5,All All,P3 normal ,Felipe Heidrich
NEW,None,Platform,SWT,3.5,PC Mac OS X,P3 normal ,Felipe Heidrich
NEW,None,Platform,UI,4.0,PC Linux,P3 enhancement ,Platform UI Triaged
NEW,None,Platform,UI,3.5,PC All,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.5,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Felipe Heidrich
NEW,None,Platform,Ant,3.5,PC Windows XP,P3 enhancement with 1 vote ,Platform-Ant-Inbox
NEW,None,Platform,UI,3.5,PC Windows NT,P3 normal ,Platform UI Triaged
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,All All,P3 normal ,Platform UI Triaged
NEW,None,Platform,Ant,3.5,All All,P3 enhancement ,Platform-Ant-Inbox
NEW,None,WTP Source Editing,wst.xsl,3.1,PC All,P2 normal ,David Carver
ASSIGNED,None,GMF-Runtime,General,2.2,All All,P3 normal,Mariot Chauvin
NEW,None,Platform,SWT,3.5,PC Mac OS X,P3 normal ,Silenio Quarti
NEW,None,BIRT,Data,unspecified,PC Windows XP,P3 enhancement ,Xiaoxiao Wu
NEW,None,Platform,UI,3.4.2,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,Platform UI Triaged
ASSIGNED,None,CDT,cdt-build,3.1,All All,P3 enhancement with 2 votes ,Chris Recoskie
NEW,None,PDE,UI,3.5,PC Windows Vista,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,PC Mac OS X - Carbon (unsup.),P4 major with 3 votes ,Platform UI Triaged
ASSIGNED,None,Equinox,p2,unspecified,PC Linux,P3 normal ,P2 Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.5,PC Mac OS X,P3 minor ,Platform UI Triaged
NEW,None,Data Tools,Connectivity,1.7,PC Windows XP,P3 normal ,dtp.connectivity-inbox
NEW,None,Platform,Compare,3.5,PC Windows XP,P3 enhancement ,Platform-Compare-Inbox
NEW,None,Platform,Resources,3.5,PC All,P3 normal ,Platform-Resources-Inbox
ASSIGNED,None,Equinox,p2,3.5,PC Linux,P3 normal ,P2 Inbox
NEW,None,CDT,cdt-debug-dsf,6.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,GMF-Runtime,General,2.2,PC Windows XP,P3 normal,Inbox
NEW,None,Platform,UI,3.4,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,e4,UI,0.9,PC Windows XP,P3 normal ,Project Inbox
NEW,None,CDT,cdt-core,6.0,PC Linux,P3 trivial ,Project Inbox
NEW,None,PDE,UI,3.5,All All,P3 enhancement ,PDE-UI-Inbox
ASSIGNED,None,Equinox,p2,3.5,PC Linux,P3 normal ,P2 Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,AspectJ,Compiler,unspecified,PC Windows Vista,P3 normal with 1 vote ,aspectj inbox
NEW,None,e4,UI,0.9,All All,P3 normal with 1 vote ,Project Inbox
NEW,None,e4,UI,0.9,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,UI,3.5,PC Mac OS X,P3 normal ,Platform UI Triaged
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,JDT,Debug,3.4.2,Other Linux,P3 normal ,JDT-Debug-Inbox
NEW,None,Platform,Releng,3.5,PC Windows XP,P3 minor ,Platform-Releng-Inbox
NEW,None,Platform,UI,3.4.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,Mylyn,UI,3.2,PC Windows Vista,P2 normal ,Project Inbox
NEW,None,Platform,SWT,3.5,PC Windows 2000,P3 normal with 1 vote ,Ahmed Moharram
NEW,None,Platform,SWT,3.5,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Silenio Quarti
NEW,None,Platform,SWT,3.5,All All,P3 enhancement ,Platform-SWT-Inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Felipe Heidrich
NEW,None,BIRT,Chart,unspecified,PC Linux-GTK,P3 normal with 1 vote ,Birt-Chart-inbox@eclipse.org
NEW,None,Mylyn,UI,unspecified,All All,P3 enhancement ,Project Inbox
NEW,None,BIRT,Report,2.5.0,PC Windows XP,P3 normal ,Rick Lu
NEW,None,Platform,UI,3.5,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,Mylyn,UI,unspecified,All All,P4 enhancement ,Project Inbox
NEW,None,CDT,cdt-build-managed,6.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,JDT,Debug,3.4,PC Windows XP,P3 normal ,JDT-Debug-Inbox
NEW,None,PDT,General,2.1,PC Windows XP,P3 normal ,Roy Ganor
ASSIGNED,None,Platform,Debug,3.5,PC Windows XP,P3 normal ,Platform-Debug-Inbox
NEW,None,Platform,SWT,3.5,PC Linux-GTK,P3 normal ,Bogdan Gheorghe
NEW,None,Mylyn,UI,unspecified,All All,P4 enhancement ,Project Inbox
NEW,None,Platform,Ant,3.5.1,All All,P3 normal ,Platform-Ant-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,BIRT,Report,2.5.0,PC Windows XP,P3 normal ,Jianchao Li
NEW,None,Platform,UI,3.5,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,PDE,UI,3.5,PC Windows Vista,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,User,3.4.2,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Platform,SWT,3.5,PC All,P3 enhancement ,Silenio Quarti
NEW,None,JSDT,General,3.1,PC Windows XP,P3 normal with 1 vote ,Project Inbox
NEW,None,Babel,Server,unspecified,PC Linux,P3 normal ,Babel server inbox
NEW,None,Platform,UI,4.0,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,Platform,User,3.4.1,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Platform,User,3.4,PC Windows Vista,P3 enhancement ,platform-ua-inbox
NEW,None,GMF-Runtime,General,2.2,PC Windows XP,P3 normal,Inbox
NEW,None,Platform,CVS,3.5,PC Windows Vista,P3 normal ,platform-cvs-inbox
NEW,None,Platform,UI,3.4.1,PC Linux,P3 enhancement ,Platform UI Triaged
NEW,None,z_Archived,Geclipse,unspecified,PC Linux,P3 normal ,Ashish Thandavan
NEW,None,GMF-Runtime,General,2.2,PC Windows XP,P3 normal,Project Inbox
NEW,None,Platform,UI,3.5,All All,P3 trivial ,Platform UI Triaged
NEW,None,Platform,UI,3.5,All All,P3 enhancement with 3 votes ,Platform UI Triaged
NEW,None,PDE,UI,3.4,All All,P3 major ,Vikas Chandra
NEW,None,PDE,API,3.5,PC Windows XP,P3 normal ,PDE API Tools Inbox
NEW,None,Platform,IDE,3.5,PC Windows Vista,P3 enhancement ,Platform UI Triaged
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,WTP Common Tools,Faceted,unspecified,PC Windows XP,P3 enhancement ,Project Inbox
NEW,None,Equinox,p2,3.5,Macintosh Mac OS X,P3 major with 1 vote ,P2 Inbox
ASSIGNED,None,Platform,Text,3.4.2,All All,P3 enhancement with 1 vote ,Platform-Text-Inbox
ASSIGNED,None,EclipseLink,MOXy,1.1,PC Windows XP,P3 normal ,Matt MacIvor
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
ASSIGNED,None,Equinox,p2,3.5,PC Linux,P3 normal ,Ian Bull
ASSIGNED,None,Equinox,p2,3.6,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,Equinox,p2,3.5,PC All,P3 enhancement ,P2 Inbox
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,Community,Architecture,unspecified,PC Windows NT,P3 enhancement ,eclipse.org-architecture-council
NEW,None,Equinox,p2,3.5,All All,P3 normal ,P2 Inbox
ASSIGNED,None,Platform,Search,3.4.2,All All,P3 enhancement ,Platform-Search-Inbox
NEW,None,GMF-Tooling,Samples-UML,unspecified,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Dummy mdt uml2 tools inbox
NEW,None,Equinox,p2,unspecified,PC Windows XP,P3 enhancement ,P2 Inbox
NEW,None,GMF-Tooling,Core,2.2,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,Team,3.4,PC Linux,P3 normal with 1 vote ,Platform Team Inbox
NEW,None,JDT,Debug,3.5,PC Windows XP,P3 enhancement ,JDT-Debug-Inbox
NEW,None,QVTo,Engine,unspecified,All All,P3 normal ,Project Inbox
NEW,None,Platform,UI,3.5,All All,P3 normal ,Platform UI Triaged
NEW,None,AJDT,UI,unspecified,All All,P3 enhancement ,AJDT-inbox
NEW,None,e4,UI,0.9,All All,P3 enhancement ,Project Inbox
NEW,None,WTP ServerTools,wst.server,3.1,PC Windows XP,P3 normal ,Angel Vera
NEW,None,Orbit,bundles,unspecified,PC Mac OS X - Carbon (unsup.),P3 normal ,Oisin Hurley
NEW,None,BIRT,Data,2.3.2,PC Windows XP,P3 major ,xiaofeng zhang
NEW,None,JDT,Text,3.4.1,PC Windows XP,P3 minor ,Markus Keller
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Babel,Plugins,unspecified,All All,P3 normal ,Babel Bugzilla inbox
NEW,None,PDE,UI,3.5,PC Windows Vista,P3 normal ,PDE-UI-Inbox
NEW,None,Data Tools,Enablement:ODA,1.7,PC Linux,P3 enhancement with 2 votes ,Lin Zhu
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,UI,3.5,PC Linux,P3 enhancement with 4 votes ,Platform UI Triaged
NEW,None,Platform,SWT,3.2,PC Windows XP,P3 major ,Silenio Quarti
NEW,None,Platform,Runtime,3.3,PC Windows XP,P3 normal ,platform-runtime-inbox
ASSIGNED,None,Equinox,p2,3.5,PC All,P3 enhancement with 15 votes ,Pascal Rapicault
ASSIGNED,None,JDT,Text,3.5,All All,P3 minor ,JDT-Text-Inbox
NEW,None,Equinox,Compendium,3.5,PC Mac OS X - Carbon (unsup.),P3 normal ,equinox.compendium-inbox
NEW,None,Equinox,Compendium,3.5,PC Mac OS X - Carbon (unsup.),P3 normal ,equinox.compendium-inbox
NEW,None,Platform,SWT,3.5,PC Windows Vista,P3 major with 1 vote ,Grant Gayed
NEW,None,Mylyn,Doc,unspecified,PC All,P3 enhancement ,Sam Davis
NEW,None,AJDT,Core,unspecified,All All,P3 enhancement ,AJDT-inbox
NEW,None,Platform,Team,3.4.2,PC Windows Vista,P3 normal ,Platform Team Inbox
NEW,None,Platform,UI,3.3.2,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,WTP Common Tools,Faceted,unspecified,PC Windows XP,P3 normal ,Project Inbox
ASSIGNED,None,WTP Source Editing,wst.xml,3.1,All All,P3 enhancement ,Jesper Moller
NEW,None,PDE,UI,4.0,PC Mac OS X - Carbon (unsup.),P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,SWT,3.5,All All,P3 normal ,Silenio Quarti
NEW,None,Target Management,RSE,3.1,PC Windows XP,P3 normal ,David McKnight
NEW,None,EclipseLink,Foundation,1.0.1,All All,P2 normal ,Project Inbox
NEW,None,Platform,UI,4.0,PC Windows XP,P3 normal ,Daniel Rolka
NEW,None,Platform,UI,3.4.2,PC Windows XP,P3 major with 3 votes ,Platform UI Triaged
NEW,None,Platform,UI,3.4.1,PC Linux-GTK,P3 normal with 1 vote ,Platform UI Triaged
ASSIGNED,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,Equinox,Framework,3.5,Macintosh Mac OS X - Carbon (unsup.),P3 critical ,equinox.framework-inbox
NEW,None,CDT,cdt-build,6.0,All All,P3 normal ,cdt-build-inbox@eclipse.org
NEW,None,Community,Project,unspecified,PC Linux,P3 normal ,Christopher Guindon
NEW,None,CDT,cdt-debug-dsf,6.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,JWT,WE,1.1.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Mylyn,UI,3.2,All All,P5 enhancement ,Project Inbox
NEW,None,PDE,UI,3.5,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,PDE,UI,3.5,PC Mac OS X - Carbon (unsup.),P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,SWT,3.6,Macintosh Mac OS X,P3 enhancement ,Platform-SWT-Inbox
NEW,None,Platform,SWT,3.4.1,PC Windows XP,P3 normal ,Grant Gayed
NEW,None,PDE,UI,3.5,PC Mac OS X - Carbon (unsup.),P3 enhancement ,PDE-UI-Inbox
NEW,None,CDT,cdt-debug,5.0.2,PC Linux-GTK,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,Platform,SWT,3.4.2,PC Windows XP,P3 normal ,Kevin Barnes
NEW,None,CDT,cdt-parser,6.0,PC Linux,P3 normal ,Project Inbox
ASSIGNED,None,Equinox,p2,3.5,PC Windows XP,P3 enhancement ,P2 Inbox
ASSIGNED,None,GMF-Tooling,Samples-UML,unspecified,All All,P3 normal ,Tatiana Fesenko
NEW,None,Platform,IDE,3.4.2,All All,P3 enhancement ,Platform UI Triaged
NEW,None,Equinox,p2,3.5,PC Windows Vista,P3 normal ,P2 Inbox
NEW,None,PDE,UI,3.4.2,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Community,UI,unspecified,PC Windows XP,P3 normal ,ui.guidelines-inbox
NEW,None,Platform,Team,3.5,PC Linux,P3 normal ,Platform Team Inbox
NEW,None,ERCP,eSWT,1.2,Other Windows CE,P3 normal ,ercp.eswt
ASSIGNED,None,Equinox,p2,3.5,PC Windows XP,P3 minor ,P2 Inbox
NEW,None,Platform,SWT,3.5,All All,P3 enhancement ,Platform-SWT-Inbox
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,Krzysztof Daniel
NEW,None,Platform,UI,3.4.1,PC Windows XP,P3 normal with 1 vote ,Platform UI Triaged
NEW,None,z_Archived,Hibachi,unspecified,All All,P1 normal ,Project Inbox
NEW,None,Platform,UI,3.4,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,z_Archived,Hibachi,unspecified,All All,P1 major ,Project Inbox
NEW,None,z_Archived,Hibachi,unspecified,All All,P5 normal ,Project Inbox
NEW,None,z_Archived,Hibachi,unspecified,All All,P5 minor ,Project Inbox
NEW,None,z_Archived,Hibachi,unspecified,All All,P1 critical ,Project Inbox
ASSIGNED,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,PDE,UI,3.5,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,User,3.6,PC Windows XP,P3 enhancement ,platform-ua-inbox
NEW,None,PDT,General,2.1,PC Linux,P3 normal ,PHP UI
NEW,None,PDE,UI,3.5,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,AJDT,UI,DEVELOPMENT,PC Windows XP,P3 enhancement ,AJDT-inbox
NEW,None,Data Tools,SQL,1.7,PC Windows XP,P3 enhancement ,dtp.sqldevtools-inbox
NEW,None,CDT,cdt-debug-dsf,6.0,All All,P3 normal ,Project Inbox
NEW,None,JDT,APT,3.5,PC Linux,P3 enhancement with 13 votes ,Generic inbox for the JDT-APT component
NEW,None,SWTBot,Keyboard,2.0.0-dev,All All,P3 blocker ,Project Inbox
NEW,None,Platform,Doc,3.5,PC Windows Vista,P3 normal ,Platform-Doc-Inbox
ASSIGNED,None,Platform,Debug,3.5,All All,P3 normal ,Platform-Debug-Inbox
ASSIGNED,None,JDT,Text,3.5,All All,P3 normal ,JDT-Text-Inbox
NEW,None,Data Tools,SQL,1.7,PC Windows XP,P3 normal ,dtp.sqldevtools-inbox
NEW,None,Nebula,Gallery,unspecified,All All,P3 enhancement ,Nicolas Richeton
NEW,None,PDE,UI,3.5,PC Windows XP,P3 major ,PDE-UI-Inbox
NEW,None,AspectJ,Compiler,DEVELOPMENT,PC Windows NT,P5 normal ,aspectj inbox
NEW,None,CDT,cdt-debug,6.0,All All,P3 enhancement ,cdt-debug-inbox@eclipse.org
NEW,None,AspectJ,Compiler,DEVELOPMENT,PC Windows NT,P3 enhancement ,aspectj inbox
ASSIGNED,None,CDT,cdt-core,6.0,All All,P3 normal with 1 vote ,Andrew Gvozdev
NEW,None,Platform,User,3.5,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Platform,User,3.5,PC Linux,P3 minor ,platform-ua-inbox
ASSIGNED,None,Platform,Runtime,3.4.2,PC Windows XP,P3 enhancement with 1 vote ,platform-runtime-inbox
ASSIGNED,None,Equinox,Launcher,unspecified,PC Windows XP,P3 normal ,Project Inbox
NEW,None,AspectJ,Compiler,1.6.4,PC Linux,P3 normal ,aspectj inbox
NEW,None,GMF-Tooling,Core,2.1,PC Windows XP,P3 normal ,Artem Tikhomirov
NEW,None,Equinox,p2,3.5,PC Linux-GTK,P3 normal ,P2 Inbox
ASSIGNED,None,Platform,Debug,3.5,PC Windows XP,P3 normal ,Platform-Debug-Inbox
NEW,None,EclipseLink,Documentation,unspecified,All All,P3 minor ,Project Inbox
ASSIGNED,None,RTSC,Tools,unspecified,All All,P1 normal ,Paul Gingrich
NEW,None,Equinox,Launcher,3.5,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,Ant,3.5,PC Windows XP,P3 enhancement ,Platform-Ant-Inbox
ASSIGNED,None,Equinox,p2,3.5,PC Linux,P3 normal ,P2 Inbox
ASSIGNED,None,RTSC,Tools,unspecified,All All,P3 normal ,Jon Rowlands
ASSIGNED,None,JDT,UI,3.5,PC Windows XP,P3 normal ,JDT-UI-Inbox
NEW,None,JDT,Debug,3.5,PC Linux,P3 enhancement ,JDT-Debug-Inbox
NEW,None,Platform,SWT,3.5,All All,P3 enhancement ,Carolyn MacLeod
NEW,None,CDT,cdt-debug,0 DD 1.1,PC Linux,P3 major ,cdt-debug-inbox@eclipse.org
ASSIGNED,None,Community,Cross-Project,unspecified,PC Mac OS X - Carbon (unsup.),P3 normal ,Chris Aniszczyk
NEW,None,PDT,Editor,unspecified,PC Linux,P1 critical with 1 vote ,PHP UI
NEW,None,Platform,Team,3.5,All All,P3 enhancement ,Platform Team Inbox
NEW,None,Mylyn Tasks,Framework,unspecified,All All,P2 minor with 2 votes ,Project Inbox
NEW,None,Data Tools,SQL,1.7,PC Windows Vista,P3 normal with 1 vote ,dtp.sqldevtools-inbox
NEW,None,PDE,UI,3.4.2,PC Linux,P3 normal ,PDE-UI-Inbox
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,WTP ServerTools,wst.server,3.0.5,PC Windows XP,P3 normal ,Angel Vera
NEW,None,Platform,SWT,3.5,PC Windows 2000,P3 normal ,Felipe Heidrich
NEW,None,GMF-Tooling,Core,unspecified,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Platform,User,3.5,PC Windows XP,P3 normal with 1 vote ,platform-ua-inbox
NEW,None,Platform,User,3.3.2,PC Windows XP,P3 normal ,platform-ua-inbox
NEW,None,Equinox,p2,3.5,Sun Solaris,P3 minor ,P2 Inbox
ASSIGNED,None,Equinox,p2,3.5,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,PDE,UI,3.5,PC Linux,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,SWT,3.5,PC Windows XP,P3 normal ,Felipe Heidrich
NEW,None,Platform,UI,3.4.1,PC Linux,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.5,PC Windows XP,P3 enhancement ,Platform UI Triaged
NEW,None,PDE,UI,3.5,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 normal ,PDE-UI-Inbox
NEW,None,Dali JPA Tools,Doc,2.0.3,PC Windows XP,P3 normal ,Neil Hauge
NEW,None,Platform,CVS,3.1,All Windows XP,P3 enhancement ,platform-cvs-inbox
NEW,None,Mylyn,UI,3.2,PC Windows XP,P4 enhancement ,Project Inbox
ASSIGNED,None,JDT,UI,3.5,All All,P5 enhancement with 1 vote ,JDT-UI-Inbox
NEW,None,GEF,GEF-Legacy,unspecified,PC All,P3 enhancement with 1 vote ,gef-inbox
NEW,None,JDT,Debug,3.4.2,PC Windows Vista,P3 enhancement ,JDT-Debug-Inbox
NEW,None,CDT,cdt-debug,0 DD 1.1,PC Linux,P3 normal ,cdt-debug-inbox@eclipse.org
NEW,None,GEF,GEF-Legacy,3.4,PC All,P3 normal ,Anthony Hunter
NEW,None,Equinox,Weaving,unspecified,All All,P3 enhancement ,equinox.incubator-inbox
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 normal with 18 votes ,P2 Inbox
NEW,None,Riena,navigation,unspecified,All All,P2 normal ,Project Inbox
NEW,None,BIRT,Data,2.3.2,PC Windows XP,P3 enhancement ,Wenjie Tu
NEW,None,Platform,SWT,3.5,PC Windows Vista,P3 normal ,Carolyn MacLeod
NEW,None,Platform,Resources,4.0,All Windows XP,P3 enhancement with 1 vote ,Platform-Resources-Inbox
NEW,None,AspectJ,Runtime,unspecified,PC Windows XP,P3 normal ,equinox.incubator-inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,PDE,UI,3.6,PC All,P3 enhancement ,PDE-UI-Inbox
ASSIGNED,None,JDT,UI,3.5,PC Windows XP,P3 normal with 9 votes ,JDT-UI-Inbox
ASSIGNED,None,Equinox,p2,unspecified,PC Windows XP,P3 enhancement ,P2 Inbox
NEW,None,Platform,UI,3.5,PC Mac OS X,P3 normal ,Platform UI Triaged
ASSIGNED,None,Platform,Debug,3.5,PC Mac OS X - Carbon (unsup.),P3 normal ,Platform-Debug-Inbox
NEW,None,WTP Incubator,incubator,3.1,PC All,P3 enhancement ,Martin Schmied
NEW,None,Platform,Compare,3.4.1,PC Windows XP,P3 enhancement ,Platform-Compare-Inbox
NEW,None,EclipseLink,JPA,1.1.2,PC All,P2 minor ,Project Inbox
ASSIGNED,None,Platform,Debug,3.5,PC Linux,P3 enhancement ,Platform-Debug-Inbox
NEW,None,EclipseLink,JPA,1.1.2,All All,P2 normal ,Project Inbox
NEW,None,Platform,Ant,3.4.2,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,Platform-Ant-Inbox
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,4.4,All All,P3 enhancement ,Platform-UI-Inbox
ASSIGNED,None,GMF-Tooling,Samples-UML,unspecified,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,Tatiana Fesenko
ASSIGNED,None,GMF-Tooling,Samples-UML,unspecified,All All,P3 enhancement ,Tatiana Fesenko
NEW,None,GMF-Tooling,Samples-UML,unspecified,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,Dummy mdt uml2 tools inbox
NEW,None,GMF-Runtime,General,unspecified,PC Linux,P3 normal,Inbox
NEW,None,GMF-Runtime,General,unspecified,PC Linux,P3 normal,Inbox
NEW,None,PDE,UI,3.5,PC Windows XP,P3 enhancement ,PDE-UI-Inbox
ASSIGNED,None,Platform,Debug,3.5,PC Linux,P3 enhancement ,Platform-Debug-Inbox
NEW,None,Platform,Team,4.0,PC Windows XP,P3 normal ,Platform Team Inbox
ASSIGNED,None,GMF-Tooling,Samples-UML,unspecified,Macintosh Mac OS X - Carbon (unsup.),P3 enhancement ,Tatiana Fesenko
NEW,None,AJDT,Core,unspecified,All All,P3 normal ,AJDT-inbox
NEW,None,AspectJ,Runtime,unspecified,PC Windows XP,P3 normal ,aspectj inbox
NEW,None,PDE,UI,4.0,PC Linux-GTK,P3 normal ,PDE-UI-Inbox
NEW,None,Platform,SWT,3.5,All All,P3 normal ,Carolyn MacLeod
NEW,None,JDT,Core,3.5,PC Windows XP,P3 major with 1 vote ,Jay Arthanareeswaran
NEW,None,Babel,Server,unspecified,PC Linux,P3 normal ,Babel server inbox
ASSIGNED,None,Platform,Search,3.5,All All,P3 normal with 2 votes ,Platform-Search-Inbox
NEW,None,Platform,Ant,3.5,PC Linux-GTK,P3 normal ,Platform-Ant-Inbox
NEW,None,Mylyn,Tasks,3.2,All All,P1 major with 1 vote ,Project Inbox
NEW,None,Equinox,p2,3.5,PC Windows XP,P3 enhancement ,P2 Inbox
NEW,None,CDT,cdt-debug-dsf-gdb,6.0,All All,P3 enhancement ,Project Inbox
NEW,None,Platform,UI,4.0,PC Windows Vista,P3 trivial ,Platform UI Triaged
ASSIGNED,None,JDT,UI,3.4.1,All All,P3 major ,Noopur Gupta
NEW,None,Platform,CVS,3.5,PC Windows XP,P3 normal ,platform-cvs-inbox
ASSIGNED,None,Equinox,p2,unspecified,PC Windows XP,P3 normal ,P2 Inbox
NEW,None,WTP Common Tools,Faceted,unspecified,All All,P3 enhancement ,Project Inbox
NEW,None,PDE,Incubators,3.5,PC Windows XP,P3 trivial ,PDE-Incubator-Inbox
NEW,None,CDT,cdt-debug,0 DD 1.1,PC Linux,P3 enhancement ,cdt-debug-inbox@eclipse.org
NEW,None,Platform,UI,3.4,PC Windows XP,P3 minor with 2 votes ,Platform UI Triaged
ASSIGNED,None,CDT,cdt-build,6.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,PDE,UI,3.5,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Dali JPA Tools,JPA,2.2,PC Windows All,P3 normal with 1 vote ,Neil Hauge
NEW,None,PDE,UI,3.5,PC All,P3 minor ,PDE-UI-Inbox
NEW,None,JDT,Debug,3.5,Macintosh Mac OS X - Carbon (unsup.),P3 normal ,JDT-Debug-Inbox
NEW,None,Platform,Ant,3.4.2,PC Windows XP,P3 normal ,Platform-Ant-Inbox
NEW,None,Equinox,p2,3.5,PC Linux,P3 normal ,P2 Inbox
NEW,None,Platform,UI,3.5,All All,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.4.2,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Platform,UI,3.5,PC Windows XP,P3 normal ,Platform UI Triaged
NEW,None,Babel,translations,unspecified,PC Windows XP,P3 enhancement ,Babel server inbox
NEW,None,WTP Java EE Tools,jst.j2ee,unspecified,PC Windows XP,P3 normal ,Chuck Bridgham
NEW,None,Platform,Runtime,3.5,PC Windows XP,P3 enhancement ,platform-runtime-inbox
NEW,None,CDT,cdt-build-managed,6.0,PC Windows XP,P3 normal ,Project Inbox
NEW,None,Data Tools,Enablement,1.7,PC Windows XP,P3 normal ,Project Inbox
NEW,None,WTP ServerTools,wst.server,unspecified,PC Windows XP,P3 normal with 1 vote ,Angel Vera
NEW,None,WTP Source Editing,jst.jsp,3.1,All All,P3 enhancement ,jst.jsp
NEW,None,PDE,UI,3.6,All All,P3 enhancement ,PDE-UI-Inbox
NEW,None,Platform,CVS,3.5,PC Windows XP,P3 enhancement ,platform-cvs-inbox
NEW,None,GMF-Runtime,General,2.2,PC Windows XP,P3 normal,Inbox
ASSIGNED,None,CDT,cdt-debug,6.0,PC Linux-GTK,P3 normal ,Ken Ryall
